address,gmap_id,latitude,longitude,avg_rating,avg_rating_correction,distance,ml_category,rating_final,score_inm,user_pref,inmueble,inmuser_id
"Siloam Pharmacy, 2528 W Olympic Blvd #102, Los Angeles, CA 90006",0x80c2c79b7d82c12d:0x5194b9c6b59256d,34.0522684,-118.2849108,4.0,,900.0,bien,4.0,8.889999999999997,user_pref_1,inmueble_1,u1i1
"조아라 내과 / Ahra Cho MD, 2727 W Olympic Blvd #205, Los Angeles, CA 90006",0x80c2c7e93293bce1:0xea3d310152cf7ace,34.0528181,-118.2931339,5.0,,600.0,bien,5.0,8.889999999999997,user_pref_1,inmueble_1,u1i1
"한남 통닭 (Hannam Chicken), 2740 W Olympic Blvd #2633, Los Angeles, CA 90006",0x80c2c783dda23697:0xa9ce06c2b62e9f2c,34.0519444,-118.2930556,3.7,,700.0,res,3.7,8.889999999999997,user_pref_1,inmueble_1,u1i1
"Star BBQ, 601 S Ardmore Ave, Los Angeles, CA 90005",0x80c2b882d22fc1e5:0xf603773c67ab170e,34.0634246,-118.3017717,3.5,,1100.0,res,3.5,8.889999999999997,user_pref_1,inmueble_1,u1i1
"Yu Ga Ne, 698 Irolo St, Los Angeles, CA 90005",0x80c2b8821558fdb7:0x5eea21b6610f7327,34.059864,-118.3007659,4.5,,800.0,res,4.5,8.889999999999997,user_pref_1,inmueble_1,u1i1
"Olympic Community Police Station, 1130 Vermont Ave, Los Angeles, CA 90006",0x80c2c7847a8a6b45:0xa5df307bbf4e6299,34.050269799999995,-118.291157,2.6,,900.0,bien,2.6,8.889999999999997,user_pref_1,inmueble_1,u1i1
"Camy's Grill, 3339 Wilshire Blvd, Los Angeles, CA 90010",0x80c2c77c441754fd:0x546f5d6fe23223d0,34.0620372,-118.2956314,4.3,,500.0,res,4.3,8.889999999999997,user_pref_1,inmueble_1,u1i1
"Koko N Pizza, 3377 Wilshire Blvd #110, Los Angeles, CA 90010",0x80c2c77da133cdc1:0x798f9ba85f701143,34.0623127,-118.2977088,4.2,,700.0,res,4.2,8.889999999999997,user_pref_1,inmueble_1,u1i1
"Flame Broiler, 3500 Wilshire Blvd, Los Angeles, CA 90010",0x80c2c77c4f36580f:0x4194bfa6fcd825ab,34.061552,-118.3005493,4.0,,900.0,res,4.0,8.889999999999997,user_pref_1,inmueble_1,u1i1
"Fire Chicken, 3128 W 8th St, Los Angeles, CA 90005",0x80c2c77ee1913c03:0xe24c24faaf418c6a,34.0574813,-118.2952479,4.5,,300.0,res,4.5,8.889999999999997,user_pref_1,inmueble_1,u1i1
"Boogie McGee’s Bayou Smokehouse BBQ, 3377 Wilshire Blvd #104, Los Angeles, CA 90010",0x80c2c77d09ed6891:0x656f53c4a8410390,34.0622606,-118.2975594,4.6,,700.0,res,4.6,8.889999999999997,user_pref_1,inmueble_1,u1i1
"Papa's Chicken, 3003 W Olympic Blvd #103, Los Angeles, CA 90006",0x80c2b87fe9830229:0x265ec79e9410f38e,34.052912899999995,-118.3006659,4.6,,1000.0,res,4.6,8.889999999999997,user_pref_1,inmueble_1,u1i1
inmueble,,34.058092,-118.29213,,,,,,9.3,user_pref_2,inmueble_1,u2i1
"San Soo Dang, 761 S Vermont Ave, Los Angeles, CA 90005",0x80c2c778e3b73d33:0xbdc58662a4a97d49,34.0580917,-118.2921295,4.4,4.565217391304348,0.0,res,4.565217391304348,9.3,user_pref_2,inmueble_1,u2i1
"Gui Il Bunji, 3055 W 7th St suite c, Los Angeles, CA 90005",0x80c2c779a1174d03:0x48e7de66918b8504,34.0601187,-118.2906704,3.7,,300.0,res,3.7,9.3,user_pref_2,inmueble_1,u2i1
"Zan Beer, 3377 Wilshire Blvd #200, Los Angeles, CA 90010",0x80c2c77d09ed6891:0x4d2c8ed08fff6fe5,34.0619703,-118.2976202,3.9,3.75,700.0,rec,3.75,9.3,user_pref_2,inmueble_1,u2i1
"847 S Vermont Ave Parking, 3038W W 8th St, Los Angeles, CA 90005",0x80c2c77897fffa8b:0x5c2904deb5734e19,34.0564278,-118.2918014,3.0,,200.0,bien,3.0,9.3,user_pref_2,inmueble_1,u2i1
"Palmtree L.A., 3240 Wilshire Blvd #200, Los Angeles, CA 90010",0x80c2c77bef259679:0x2badaf6ea5542424,34.061361,-118.292552,3.8,3.7857142857142856,400.0,res,3.7857142857142856,9.3,user_pref_2,inmueble_1,u2i1
"Majangdong, 3063 W 8th St, Los Angeles, CA 90005",0x80c2c7f2619e052d:0x6f2c9f37c74b2e7b,34.0580196,-118.2936576,4.3,4.313725490196078,100.0,res,4.313725490196078,9.3,user_pref_2,inmueble_1,u2i1
"mirae medical clinic, 2675 W Olympic Blvd #202, Los Angeles, CA 90006",0x80c2c783a0bd3031:0x117bf83e39fbd829,34.0526695,-118.2906341,3.5,,600.0,bien,3.5,9.3,user_pref_2,inmueble_1,u2i1
"OH Neul Do, 2716 W Olympic Blvd, Los Angeles, CA 90006",0x80c2c783c7be8a1f:0x8bb5a7257a6503e7,34.0521854,-118.2922646,4.0,,700.0,rec,4.0,9.3,user_pref_2,inmueble_1,u2i1
"Johrei Fellowship, 3068 San Marino St, Los Angeles, CA 90006",0x80c2c781d3683d6d:0xa48eaa94731256d3,34.0544066,-118.2964317,4.5,,600.0,rel,4.5,9.3,user_pref_2,inmueble_1,u2i1
"Wi Spa Customer Parking, 2701W 7th St, Los Angeles, CA 90057",0x80c2c77667d9201b:0x4f286f8fc3438bca,34.0600113,-118.2832386,3.0,,800.0,bien,3.0,9.3,user_pref_2,inmueble_1,u2i1
"Jokbal 1030, 3465 W 6th St Ste 65, Los Angeles, CA 90020",0x80c2c78a4f0f3f59:0x1000d280ef66ef5c,34.0640284,-118.2968079,4.4,4.08,800.0,res,4.08,9.3,user_pref_2,inmueble_1,u2i1
"Ling Ho, 3500 Wilshire Blvd #203, Los Angeles, CA 90010",0x80c2b951aa84b059:0x2b31d28f153c66a3,34.0613698,-118.3006681,3.7,,900.0,res,3.7,9.3,user_pref_2,inmueble_1,u2i1
"Somang Presbyterian Church, 520 S La Fayette Park Pl #505, Los Angeles, CA 90057",0x80c2c771544d6d7d:0x38dda2288b541a99,34.0636111,-118.2822222,3.8,,1100.0,rel,3.8,9.3,user_pref_2,inmueble_1,u2i1
"Peking Dumpling, 2740 W Olympic Blvd, Los Angeles, CA 90006",0x80c2c783dc07ce03:0x8e4f5a6ff4c51037,34.0518732,-118.2930686,4.3,,700.0,res,4.3,9.3,user_pref_2,inmueble_1,u2i1
"Samsung Care Pharmacy, 2717 W Olympic Blvd #105, Los Angeles, CA 90006",0x80c2c783cb749e07:0x5a12f305d0d06f10,34.0530897,-118.2924087,4.0,,600.0,bien,4.0,9.3,user_pref_2,inmueble_1,u2i1
"Los Angeles Drugs, 3030 W Olympic Blvd, Los Angeles, CA 90006",0x80c2b87fb86cf8d3:0xb029ab8aff7f37f,34.0524771,-118.3012323,4.8,,1000.0,bien,4.8,9.3,user_pref_2,inmueble_1,u2i1
"LA K-LETA 8 BILLIARDS, 1001 S Vermont Ave #205, Los Angeles, CA 90006",0x80c2c783bfcdaad9:0xa0509f6668115111,34.0522395,-118.2919909,3.9,3.941176470588236,700.0,rec,3.941176470588236,9.3,user_pref_2,inmueble_1,u2i1
"walgreens, 3201 W 6th St, Los Angeles, CA 90020",0x80c2c77b133fffff:0xfaa5900b2e422ad,34.0644891,-118.2918977,3.5,,700.0,bien,3.5,9.3,user_pref_2,inmueble_1,u2i1
"STE 101, 3450 W 6th St STE101, Los Angeles, CA 90010",0x80c2c766bea4d7bb:0xd08947416edf28b4,34.0631385,-118.2968404,4.6,4.5,700.0,res,4.5,9.3,user_pref_2,inmueble_1,u2i1
"Umami Sushi Bar X Sushi O, 3300 W 6th St #1, Los Angeles, CA 90020",0x80c2c77c8f641b31:0x4263bdac09179a99,34.063410999999995,-118.294346,4.0,3.684210526315789,600.0,res,3.684210526315789,9.3,user_pref_2,inmueble_1,u2i1
"Mothers, 3126 W 8th St, Los Angeles, CA 90005",0x80c2c77ee034d125:0xbd8787e1ca3a28a5,34.0574501,-118.2951772,3.8,,300.0,res,3.8,9.3,user_pref_2,inmueble_1,u2i1
"Choon Chon Chicken (춘천닭갈비), 3063 W 8th St, Los Angeles, CA 90005",0x80c2c75116e0e9f9:0x453b70f923ab3a22,34.0579898,-118.2937078,4.1,3.808510638297872,100.0,res,3.808510638297872,9.3,user_pref_2,inmueble_1,u2i1
"Pentecostal Missionary Church Of Christ (4th Watch) Los Angeles, 2843 James M Wood Blvd, Los Angeles, CA 90006",0x80c2c78281670c91:0x3851700d7fdeeb94,34.0560744,-118.2903333,4.9,,300.0,rel,4.9,9.3,user_pref_2,inmueble_1,u2i1
"Wilfit Sports Club, 3470 Wilshire Blvd #100, Los Angeles, CA 90010",0x80c2b8828722d81b:0x6d0dac47888b9d0,34.060895599999995,-118.3004315,4.4,4.702702702702703,800.0,bien,4.702702702702703,9.3,user_pref_2,inmueble_1,u2i1
"Choe Kang Jip, 3470 W 6th St #3, Los Angeles, CA 90020",0x80c2c77d170f40cb:0xaa5d274d52fe3ff6,34.0633291,-118.2973745,4.5,4.043478260869565,800.0,res,4.043478260869565,9.3,user_pref_2,inmueble_1,u2i1
"SYTK Sullungtang 송영 통큰 설렁탕, 2717 W Olympic Blvd #108, Los Angeles, CA 90006",0x80c2c75dc73ad635:0xb59dcd244ca08b25,34.0531087,-118.2923331,4.9,,600.0,res,4.9,9.3,user_pref_2,inmueble_1,u2i1
"Andaman Thai, 3446 Wilshire Blvd, Los Angeles, CA 90010",0x80c2c77d80452599:0x9cc18d55152c55c0,34.0613715,-118.2994488,4.3,4.266666666666667,800.0,res,4.266666666666667,9.3,user_pref_2,inmueble_1,u2i1
"DMZ Pocha, 2500 W 8th St #108, Los Angeles, CA 90057",0x80c2c79ddb40e0ed:0x7c5307e8de5fed40,34.0565791,-118.2825536,4.8,,900.0,res,4.8,9.3,user_pref_2,inmueble_1,u2i1
"Chinese House Haochi, 3280 W 6th St, Los Angeles, CA 90020",0x80c2c77c848175d5:0xf0b08ad29e070e0e,34.0634863,-118.2939851,4.3,4.40625,600.0,res,4.40625,9.3,user_pref_2,inmueble_1,u2i1
"Sinuiju Chapsal Soondae (신의주 찹쌀순대), 698 Vermont Ave, Los Angeles, CA 90005",0x80c2c779722c259d:0x80c963f3d2cb0da0,34.060218,-118.2912351,4.2,4.3,300.0,res,4.3,9.3,user_pref_2,inmueble_1,u2i1
"CHO MAN WON, 2881 W Olympic Blvd, Los Angeles, CA 90006",0x80c2c7804f6cb067:0xc3fbe672c7ff6529,34.0528771,-118.297048,3.8,3.885245901639344,700.0,res,3.885245901639344,9.3,user_pref_2,inmueble_1,u2i1
"Yanusa Noodle & Sushi, 2740 W Olympic Blvd, Los Angeles, CA 90006",0x80c2c783dc07ce03:0x66996e39b55526d,34.0518732,-118.2930686,4.0,4.4,700.0,res,4.4,9.3,user_pref_2,inmueble_1,u2i1
"Miju Sungmoon Presbyterian Church, 659 S Westmoreland Ave, Los Angeles, CA 90005",0x80c2c779f3163e4b:0xf1c1bbe6455bb6ca,34.0616582,-118.2892669,5.0,,500.0,rel,5.0,9.3,user_pref_2,inmueble_1,u2i1
"Daniel Chang Neurology, 500 S Virgil Ave #503, Los Angeles, CA 90020",0x80c2c7708a488767:0xc027704960e00511,34.0649729,-118.2866409,2.9,,900.0,bien,2.9,9.3,user_pref_2,inmueble_1,u2i1
"7th Korean BBQ, 698 S Vermont Ave, Los Angeles, CA 90005",0x80c2c766a10b53af:0xb774444dd5fbaa2,34.0602206,-118.2912573,4.6,4.814814814814815,300.0,res,4.814814814814815,9.3,user_pref_2,inmueble_1,u2i1
"HAK SAN - LA, 3101 W 8th St, Los Angeles, CA 90005",0x80c2c72f8054441f:0x639bce62bd212589,34.0578629,-118.2943149,4.1,3.8684210526315783,200.0,res,3.8684210526315783,9.3,user_pref_2,inmueble_1,u2i1
"Cheong Jin Ok, 2999 W 6th St, Los Angeles, CA 90020",0x80c2c77093d68dbd:0xbcc45c0a5deb80be,34.0639317,-118.2867411,3.9,3.89247311827957,800.0,res,3.89247311827957,9.3,user_pref_2,inmueble_1,u2i1
"Jang Choong Dong Restaurant, 2716 W Olympic Blvd, Los Angeles, CA 90006",0x80c2c783c0c4cffb:0xcacdeca711484d01,34.0521854,-118.2922646,4.3,4.414893617021277,700.0,res,4.414893617021277,9.3,user_pref_2,inmueble_1,u2i1
"YUKGA Korean Cuisine, 608 S New Hampshire Ave, Los Angeles, CA 90005",0x80c2c7b7c0d11eb7:0x96f5cfc5c76d1926,34.0632749,-118.2927213,4.5,4.189873417721519,600.0,res,4.189873417721519,9.3,user_pref_2,inmueble_1,u2i1
"Central Plaza Parking Garage, 3470 Wilshire Blvd, Los Angeles, CA 90010",0x80c2c77d8b65584b:0x85c2ac6640210120,34.060634799999995,-118.2991146,3.7,3.935483870967742,700.0,bien,3.935483870967742,9.3,user_pref_2,inmueble_1,u2i1
"Iglesia Cristiana Koinonia, 760 S Westmoreland Ave, Los Angeles, CA 90005",0x80c2c7783e1f08ff:0x357f605b65ad5e0d,34.0582323,-118.2886021,4.6,,300.0,rel,4.6,9.3,user_pref_2,inmueble_1,u2i1
"Andong Gooksi, 3500 W 6th St #223, Los Angeles, CA 90020",0x80c2c77d42f8f245:0x1fb690ffdac43556,34.063137999999995,-118.298559,3.7,,800.0,res,3.7,9.3,user_pref_2,inmueble_1,u2i1
"Pier 69, 3377 Wilshire Blvd #200, Los Angeles, CA 90010",0x80c2c717c6b85d55:0x77afef09605d847d,34.062043,-118.297467,4.1,4.3538461538461535,700.0,res,4.3538461538461535,9.3,user_pref_2,inmueble_1,u2i1
"Song Jeho Table Tennis Club, 1049 S Grand View St, Los Angeles, CA 90006",0x80c2c79bc3cb7cb9:0x7f37b0b9e74e0896,34.051587999999995,-118.2829269,4.6,4.484848484848484,1100.0,bien,4.484848484848484,9.3,user_pref_2,inmueble_1,u2i1
"Chifa Chinese Food Express, 754 Vermont Ave, Los Angeles, CA 90005",0x80c2c778e3671769:0x89c60a7b4c435e1b,34.058277,-118.291429,3.4,3.375,100.0,res,3.375,9.3,user_pref_2,inmueble_1,u2i1
"Sonagi Korean BBQ, 2585 W Olympic Blvd, Los Angeles, CA 90006",0x80c2c79cb21e2161:0x48f96c6f4f15a313,34.0525582,-118.2875331,4.3,,700.0,res,4.3,9.3,user_pref_2,inmueble_1,u2i1
"Seaweed Sushi Bar/Hand Roll Bar, 3450 W 6th St #107, Los Angeles, CA 90020",0x80c2c7b53cc9dc29:0x1a020513bd2e7d39,34.0631675,-118.2971725,4.3,,700.0,res,4.3,9.3,user_pref_2,inmueble_1,u2i1
"Michindak, 3324 W 6th St, Los Angeles, CA 90020",0x80c2c7628260c469:0xaec88fd0a3ce28f3,34.06344,-118.2952237,4.4,,700.0,res,4.4,9.3,user_pref_2,inmueble_1,u2i1
"Siloam Pharmacy, 2528 W Olympic Blvd #102, Los Angeles, CA 90006",0x80c2c79b7d82c12d:0x5194b9c6b59256d,34.0522684,-118.2849108,4.0,,900.0,bien,4.0,9.3,user_pref_2,inmueble_1,u2i1
"송도활어 횟집, 608 S New Hampshire Ave, Los Angeles, CA 90005",0x80c2c781abf2d773:0x5e4263784b8db34b,34.063234099999995,-118.2928535,4.0,,600.0,res,4.0,9.3,user_pref_2,inmueble_1,u2i1
"조아라 내과 / Ahra Cho MD, 2727 W Olympic Blvd #205, Los Angeles, CA 90006",0x80c2c7e93293bce1:0xea3d310152cf7ace,34.0528181,-118.2931339,5.0,,600.0,bien,5.0,9.3,user_pref_2,inmueble_1,u2i1
"Surawon Tofu House, 2833 W Olympic Blvd, Los Angeles, CA 90006",0x80c2c778986be973:0x3d909a2a64d66e7f,34.0528426,-118.2954902,4.6,,700.0,res,4.6,9.3,user_pref_2,inmueble_1,u2i1
"Young Bin Ru, 3122 W 8th St, Los Angeles, CA 90005",0x80c2c75d45c1e24b:0xb7fefa9dc4b417d4,34.0574283,-118.2950923,4.4,,300.0,res,4.4,9.3,user_pref_2,inmueble_1,u2i1
"Star BBQ, 601 S Ardmore Ave, Los Angeles, CA 90005",0x80c2b882d22fc1e5:0xf603773c67ab170e,34.0634246,-118.3017717,3.5,,1100.0,res,3.5,9.3,user_pref_2,inmueble_1,u2i1
"Sung Sho Gun Sushi, 987 S Vermont Ave, Los Angeles, CA 90006",0x80c2c783b0ee7601:0xb01253c0040be4e7,34.0531299,-118.2920035,4.4,,600.0,res,4.4,9.3,user_pref_2,inmueble_1,u2i1
"Chang Hwa Dang LA(CHD), 3377 Wilshire Blvd #104, Los Angeles, CA 90010",0x80c2c7bac984359b:0x3d8b3c4e4d030166,34.0621274,-118.2974929,4.9,,700.0,res,4.9,9.3,user_pref_2,inmueble_1,u2i1
"Yu Ga Ne, 698 Irolo St, Los Angeles, CA 90005",0x80c2b8821558fdb7:0x5eea21b6610f7327,34.059864,-118.3007659,4.5,,800.0,res,4.5,9.3,user_pref_2,inmueble_1,u2i1
"Mari Kimbap Shop, 3417 W 6th St, Los Angeles, CA 90020",0x80c2c77ce73c9b61:0x7541fe5a33ae78cb,34.0637242,-118.2960767,4.6,,700.0,res,4.6,9.3,user_pref_2,inmueble_1,u2i1
"Olympic Community Police Station, 1130 Vermont Ave, Los Angeles, CA 90006",0x80c2c7847a8a6b45:0xa5df307bbf4e6299,34.050269799999995,-118.291157,2.6,,900.0,bien,2.6,9.3,user_pref_2,inmueble_1,u2i1
"Camy's Grill, 3339 Wilshire Blvd, Los Angeles, CA 90010",0x80c2c77c441754fd:0x546f5d6fe23223d0,34.0620372,-118.2956314,4.3,,500.0,res,4.3,9.3,user_pref_2,inmueble_1,u2i1
"Flame Broiler, 3500 Wilshire Blvd, Los Angeles, CA 90010",0x80c2c77c4f36580f:0x4194bfa6fcd825ab,34.061552,-118.3005493,4.0,,900.0,res,4.0,9.3,user_pref_2,inmueble_1,u2i1
"Luck Thai Cuisine, 524 S Occidental Blvd, Los Angeles, CA 90057",0x80c2c7710ea63245:0xc0464668765fc6ea,34.0641914,-118.2839356,4.5,,1000.0,res,4.5,9.3,user_pref_2,inmueble_1,u2i1
"Ondal, 3160 W 8th St, Los Angeles, CA 90005",0x80c2c77e56b1d5e7:0xae1ba316b3cec68f,34.0575009,-118.2967492,3.8,,400.0,res,3.8,9.3,user_pref_2,inmueble_1,u2i1
"Kong Ji, 3450 W 6th St, Los Angeles, CA 90020",0x80c2c77d1944c9c3:0x89545a7d0739d52f,34.0633595,-118.2971542,4.1,,700.0,res,4.1,9.3,user_pref_2,inmueble_1,u2i1
"Shanghai Banjum, 440 Vermont Ave, Los Angeles, CA 90020",0x80c2c764ce9b1eab:0xa78499adb242e156,34.0656389,-118.2912583,3.5,,800.0,res,3.5,9.3,user_pref_2,inmueble_1,u2i1
"My Thai Kitchen, 3407 W 6th St, Los Angeles, CA 90020",0x80c2c77ce64eb7c1:0x308a37fbb7924498,34.0638071,-118.2955911,4.5,,700.0,res,4.5,9.3,user_pref_2,inmueble_1,u2i1
"Hansol doshirak, 2520 W 8th St, Los Angeles, CA 90057",0x80c2c79dc1fdc7c5:0xb04aecc29813e858,34.0570361,-118.2830391,4.4,,800.0,res,4.4,9.3,user_pref_2,inmueble_1,u2i1
"Keungama Tofu House, 3020 Wilshire Blvd UNIT 119, Los Angeles, CA 90010",0x80c2c77756dfbd13:0x2a9490792ac781c0,34.0614912,-118.2874064,3.5,,600.0,res,3.5,9.3,user_pref_2,inmueble_1,u2i1
"Ginza Ramen, 709 S Vermont Ave, Los Angeles, CA 90005",0x80c2c77915df07ab:0x37d91664d1291147,34.059309299999995,-118.2917931,4.6,,100.0,res,4.6,9.3,user_pref_2,inmueble_1,u2i1
"Dr. Robbin, 3000 W 6th St, Los Angeles, CA 90020",0x80c2c7709f5ee75b:0xd7a1f642126c56a0,34.0634993,-118.2873844,4.3,,700.0,res,4.3,9.3,user_pref_2,inmueble_1,u2i1
"77 Kentucky, 698 Vermont Ave #101, Los Angeles, CA 90005",0x80c2c779722c259d:0xc0b511f376961b1a,34.060204,-118.2914026,4.3,,200.0,res,4.3,9.3,user_pref_2,inmueble_1,u2i1
inmueble,,34.058092,-118.29213,,,,,,2.0549999999999997,user_pref_3,inmueble_1,u3i1
"847 S Vermont Ave Parking, 3038W W 8th St, Los Angeles, CA 90005",0x80c2c77897fffa8b:0x5c2904deb5734e19,34.0564278,-118.2918014,3.0,,200.0,bien,3.0,2.0549999999999997,user_pref_3,inmueble_1,u3i1
"mirae medical clinic, 2675 W Olympic Blvd #202, Los Angeles, CA 90006",0x80c2c783a0bd3031:0x117bf83e39fbd829,34.0526695,-118.2906341,3.5,,600.0,bien,3.5,2.0549999999999997,user_pref_3,inmueble_1,u3i1
"Sul Kko Jang, 3429 W 6th St, Los Angeles, CA 90020",0x80c2c77cdff9d2e5:0x1cbb07cf6467efb1,34.0637788,-118.2965006,3.7,3.555555555555556,800.0,rec,3.555555555555556,2.0549999999999997,user_pref_3,inmueble_1,u3i1
"Wi Spa Customer Parking, 2701W 7th St, Los Angeles, CA 90057",0x80c2c77667d9201b:0x4f286f8fc3438bca,34.0600113,-118.2832386,3.0,,800.0,bien,3.0,2.0549999999999997,user_pref_3,inmueble_1,u3i1
"Samsung Care Pharmacy, 2717 W Olympic Blvd #105, Los Angeles, CA 90006",0x80c2c783cb749e07:0x5a12f305d0d06f10,34.0530897,-118.2924087,4.0,,600.0,bien,4.0,2.0549999999999997,user_pref_3,inmueble_1,u3i1
