address,gmap_id,latitude,longitude,category,avg_rating,num_of_reviews,Hours_day,Hours_night,fecha
"PORTL Inc., 1759 Glendale Blvd, Los Angeles, CA 90026",0x80c2c7dca9b05091:0xf4302e4390fed26b,34.0876027,-118.2600171,['Event technology service'],5.0,4,0,0,2024-07-16
"LA Confidential Car Service, 101 World Way, Los Angeles, CA 90045",0x80c2b129bba7cc3b:0xc83656d4226672e6,33.9450362,-118.400675,"['Chauffeur service', 'Airport shuttle service', 'Limousine service', 'Taxi service']",4.8,26,0,0,2024-07-16
"Marina Bar & Restaurant, Tom Bradley International Terminal, 1 World Way, Los Angeles, CA 90045",0x80c2b12739335d6b:0xea7f9dd4f3c9f585,33.9436456,-118.408984,"['Bar & grill', 'American restaurant', 'Bar']",4.4,5,0,0,2024-07-16
"Gallery Western, 210 N Western Ave # 201, Los Angeles, CA 90004",0x80c2b8a31aebd4df:0x8f9316c3216461a4,34.075186599999995,-118.3090211,['Art restoration service'],4.4,5,0,0,2024-07-16
"Christopher Gray Post Production, 3918 Michael Ave, Los Angeles, CA 90066",0x80c2ba8af23f5dff:0xf4cb4dbf9e4fba19,33.9959722,-118.4414959,"['Video editing service', 'Video duplication service']",5.0,1,0,0,2024-07-16
"Union Hosiery Active Wear, 766 E Pico Blvd, Los Angeles, CA 90021",0x80c2c62ccf6949d7:0x2cb2c79b15c2a86b,34.0317118,-118.2519942,['Store'],3.5,4,0,0,2024-07-16
"Allstate Engineering, 1206 S Alvarado St, Los Angeles, CA 90006",0x80c2c799f8bba021:0x6d0e9e3f2d8988c1,34.0485065,-118.2816939,['Construction company'],4.8,4,0,0,2024-07-16
"Elit Tile Corp, 4677 W Pico Blvd, Los Angeles, CA 90019",0x80c2b8fd079c3277:0xdf3c081298d47114,34.0488988,-118.337748,"['Stone supplier', 'Building materials store', 'Granite supplier', 'Marble supplier', 'Tile store']",4.5,8,0,0,2024-07-16
"Los Dos Hermanos Beauty Salon, S New Hampshire Ave, Los Angeles, CA 90006",0x80c2c785c3e63e23:0xa9c1ae0c4d67c9f1,34.0470511,-118.2925339,['Beauty salon'],4.4,7,0,0,2024-07-16
"Lashes by Jennifer, 966 S Western Ave, Los Angeles, CA 90006",0x80c2b94c1a972307:0x9f649e1a4c2d3042,34.053840099999995,-118.3087058,['Beauty salon'],5.0,7,0,0,2024-07-16
"Odessa Renia Salon, 1232 S La Cienega Blvd #204, Los Angeles, CA 90035",0x80c2b95d7d98e051:0xec758c105a358573,34.0547866,-118.3758256,['Hair salon'],4.5,8,0,0,2024-07-16
"VincentBenjamin, 11100 CA-2 #725, Los Angeles, CA 90025",0x80c2bb7722de53eb:0xfd16c291869afd2a,34.0464846,-118.4442262,['Recruiter'],3.0,3,0,0,2024-07-16
"Sprayco Inc, 1198 South La Brea Ave, Los Angeles, CA 90019",0x80c2b8e2d4885677:0x8ef193d5701da04d,34.0535635,-118.3433953,,4.3,8,0,0,2024-07-16
"Ogden Page Accountancy Corporation, 1427 Wilcox Ave, Los Angeles, CA 90028",0x80c2bf308431c2a5:0xef7709180da4a20f,34.0968455,-118.3312258,"['Accountant', 'Certified public accountant', 'Tax preparation service']",4.3,6,0,0,2024-07-16
"Tuscani Villas, 369 Columbia Ave, Los Angeles, CA 90017",0x80c2c7a60db53aa5:0x9fb123dfb341b7dd,34.0578775,-118.2655628,['Apartment building'],3.8,26,0,0,2024-07-16
"Punto Natural, 4117 S Broadway, Los Angeles, CA 90037",0x80c2c80d70bb676d:0x538438fbccc0ac1b,34.0085122,-118.2786538,['Natural goods store'],4.9,18,0,0,2024-07-16
"The Plant Power Truck, 1601 Sunset Blvd, Los Angeles, CA 90026",0x80c2c7a94ac69057:0x8d810f2561e0a3cd,34.077283,-118.257719,['Restaurant'],4.9,8,0,0,2024-07-16
"Addison-Miller Law Firm, 3460 Wilshire Blvd #950-A, Los Angeles, CA 90010",0x80c2b8827c9183ef:0x56f75351ef3c88e7,34.0613055,-118.3000389,['Personal injury attorney'],5.0,118,0,0,2024-07-16
"Silverlake Village Apartments, 3740 Evans St W, Los Angeles, CA 90027",0x80c2c0ca26873ee5:0x799b816f5a444370,34.106184,-118.2741696,['Apartment building'],1.8,4,0,0,2024-07-16
"J&J Discount Store, 5400 S Western Ave, Los Angeles, CA 90062",0x80c2b7bb7415c183:0x3d3b0d5bc46d3b06,33.993143,-118.3087271,['Discount store'],4.5,2,0,0,2024-07-16
"El Monte Busway Layover, Los Angeles, CA 90012",0x80c2c6469e3846e3:0xab91c710fd8e5b9,34.0543148,-118.2368938,['Bus stop'],4.5,2,0,0,2024-07-16
"Don't go here it is under different ownership! Call or email !, 1787 N Highland Ave, Los Angeles, CA 90028",0x80c2bf2238d881f9:0xd65d6a37a68b6c44,34.103907,-118.339072,"['Auto repair shop', 'Auto body shop', 'Auto machine shop', 'Brake shop', 'Mechanic', 'Motorcycle shop', 'Smog inspection station', 'Tire shop', 'Tune up supplier', 'Wheel alignment service']",4.6,18,0,0,2024-07-16
"Albert's Alterations, 10615 W Pico Blvd, Los Angeles, CA 90064",0x80c2bb95f80894a3:0xc9db3d52961dea4a,34.0433284,-118.4225454,"['Tailor', 'Clothing alteration service', 'Sewing shop']",4.5,17,0,0,2024-07-16
"Tempo Playa Vista, 6020 S Seabluff Dr, Los Angeles, CA 90094",0x80c2b099f353694b:0x7aa575e439fbb2b,33.9735589,-118.4220154,['Condominium complex'],4.5,4,0,0,2024-07-16
"Lily's Catering Food Truck, 3552 Wilshire Blvd, Los Angeles, CA 90010",0x80c2b882e2ea6279:0x8c7a64dfb836d5e1,34.0612521,-118.3022411,['Caterer'],4.3,7,0,0,2024-07-16
"Midtown Carpet Company, 4670 N Eagle Rock Blvd, Los Angeles, CA 90041",0x80c2c15b30bd67bd:0xf99227f27105f57c,34.1293324,-118.2166443,"['Flooring store', 'Carpet installer', 'Flooring contractor', 'Linoleum store', 'Tile store', 'Wood and laminate flooring supplier', 'Wood floor installation service']",4.8,18,0,0,2024-07-16
"Allan Jeffries Framing, 8301 W 3rd St, Los Angeles, CA 90048",0x80c2b94a05785fb5:0xbabb3410dba52c16,34.0728003,-118.3701533,['Picture frame shop'],4.7,18,0,0,2024-07-16
"Wallis Annenberg Stadium, Westwood University of California, Los Angeles, CA 90095",0x80c2bd92c225b63d:0x71851a9597dc8b93,34.072602,-118.4454816,['Stadium'],4.8,18,0,0,2024-07-16
"PB Financial Group Corporation, 6380 Wilshire Blvd #1610, Los Angeles, CA 90048",0x80c2b93ea9b46bb9:0xff1924d509c2cef5,34.063285,-118.368155,"['Loan agency', 'Commercial real estate agency', 'Mortgage broker', 'Mortgage lender', 'Real estate agency', 'Real estate consultant']",4.0,18,0,0,2024-07-16
"Sky Pool Center, 4077 W Pico Blvd, Los Angeles, CA 90019",0x80c2b8f580131de9:0xe3da6db2792efd72,34.048036,-118.3243894,['Swimming pool supply store'],4.1,13,0,0,2024-07-16
"Tacos El Comelon (Food Truck), 901 S Hill St, Los Angeles, CA 90015",0x80c2c7049ff0132d:0xf598d3badb3f6dc,34.0430606,-118.2573896,['Restaurant'],5.0,18,0,0,2024-07-16
"Citibank ATM, 3450 Overland Ave, Los Angeles, CA 90034",0x80c2ba34bbc0f001:0xeb7261a652bddfc0,34.0251598,-118.4113548,['ATM'],3.0,1,0,0,2024-07-16
"Mariposa Hollywood Towers, 850 N Mariposa Ave, Los Angeles, CA 90029",0x80c2c757e8f042a7:0x10a4de0bc6dad5ce,34.086051,-118.2988201,['Apartment building'],5.0,3,0,0,2024-07-16
"Hollywood / Western, Los Angeles, CA 90027",0x80c2bf5067fd982f:0x451d996b6bd59b6c,34.101612,-118.308929,['Bus stop'],4.5,2,0,0,2024-07-16
"Van Nuys Blvd & Sylvan St Northbound, Los Angeles, CA 91401",0x80c29706621fab65:0x7e92b44f7c3f5d30,34.184473,-118.448623,['Bus stop'],4.0,3,0,0,2024-07-16
"Broken Art Tattoo, 3227 Glendale Blvd, Los Angeles, CA 90039",0x80c2c0cb21d2b8e9:0xa0d97a7597ed0232,34.1186943,-118.2608489,['Tattoo shop'],4.4,58,0,0,2024-07-16
"Schwartz Bakery, 1730 Cordova St, Los Angeles, CA 90007",0x80c2c78bc46aa503:0xc0b9ad9f607ec02e,34.038773899999995,-118.295505,['Bakery'],4.4,8,0,0,2024-07-16
"GOOD DEAL AUTO SALES, 1436 S La Cienega Blvd UNIT 206, Los Angeles, CA 90035",0x80c2b96964a52a15:0x5b6aa3c9649b423b,34.0521554,-118.3758229,['Car dealer'],4.0,1,0,0,2024-07-16
"Foundry Lighting, 8231 W 3rd St, Los Angeles, CA 90048",0x80c2beabe69db637:0xf720aff6f4f57478,34.0728073,-118.3696098,['Lighting store'],4.0,8,0,0,2024-07-16
"Smile Design Dental: Dr. Robin Songhorian, D.D.S. - Cosmetic, Implant and Family Dentist, 8530 W Pico Blvd, Los Angeles, CA 90035",0x80c2b969913aea8b:0xcf81380cea05f0c3,34.0531507,-118.376632,"['Dentist', 'Cosmetic dentist']",4.9,65,0,0,2024-07-16
"7-Eleven, 5600 San Vicente Blvd, Los Angeles, CA 90019",0x80c2b91a4c61bdb7:0x4d6164f49081be24,34.0536625,-118.355075,['Convenience store'],3.1,18,0,0,2024-07-16
"Nexcycle, 1430 S Fairfax Ave, Los Angeles, CA 90019",0x80c2b913bbb95d49:0x74909b68e52e206d,34.0505044,-118.3660283,"['Recycling center', 'Property management company']",2.3,3,0,0,2024-07-16
"San Vicente / 3rd, Los Angeles, CA 90048",0x80c2b94ce3f597cf:0xda9a19132897de3c,34.073685,-118.377968,['Bus stop'],3.7,3,0,0,2024-07-16
"ES Ring Management Corporation, 11050 Santa Monica Blvd 2nd Floor, Los Angeles, CA 90025",0x80c2b75717cc5bc9:0x2026c793cc2dda73,34.047677799999995,-118.4427753,"['Apartment building', 'Apartment complex']",2.9,14,0,0,2024-07-16
"Pinnacle Thread & Supplies, 777 Stanford Ave, Los Angeles, CA 90021",0x80c2c631f1274cb9:0x19abf6247b44c7eb,34.037482,-118.246373,"['Thread supplier', 'Store']",4.8,8,0,0,2024-07-16
"Biónicos Jesus y Erick, 6111 S Main St, Los Angeles, CA 90003",0x80c2c8498edc960f:0x13afb270558f2664,33.9838729,-118.2741101,['Juice shop'],4.6,48,0,0,2024-07-16
"Cold Cocked Coffee, 3500 Wilshire Blvd fl 2, Los Angeles, CA 90010",0x80c2b9be6e01a5c3:0x9df196093dda3773,34.0613698,-118.3006681,['Coffee shop'],4.6,8,0,0,2024-07-16
"Let's Corp, 1125 San Julian St A, Los Angeles, CA 90015",0x80c2c7cd5b4ff3ad:0x182aecb3ee1ada15,34.0353068,-118.253746,"[""Women's clothing store""]",5.0,7,0,0,2024-07-16
"La Sirenita Drinking Water, 501 E Jefferson Blvd, Los Angeles, CA 90011",0x80c2c8772bef510b:0xe9d3b146b13eeb8a,34.016305599999995,-118.2669814,['Bottled water supplier'],5.0,7,0,0,2024-07-16
"Bonita Jewelry, 702 S Broadway, Los Angeles, CA 90014",0x80c2c7caa7ea0687:0x82fd70dd09f65e97,34.0449729,-118.2534157,['Jeweler'],2.8,8,0,0,2024-07-16
"The 7 Grace Inc, 203 W Martin Luther King Jr Blvd, Los Angeles, CA 90037",0x80c2c87c7564baa9:0x43351cfffaf31b39,34.0112708,-118.2762821,"[""Women's clothing store"", 'Clothing store']",4.0,1,0,0,2024-07-16
"PIZZA ROW RECORDS, 433 E 7th St, Los Angeles, CA 90014",0x80c2c7726b53b8e5:0xad288d11654f5e48,34.0414061,-118.2474772,['Pizza restaurant'],4.3,34,0,0,2024-07-16
"Julian Construction, Inc., 2900 W Jefferson Blvd, Los Angeles, CA 90018",0x80c2b83f41cc5d6f:0x37c2bf3d092c55e2,34.0254316,-118.3273536,"['Contractor', 'Concrete contractor', 'Construction company', 'General contractor']",4.0,16,0,0,2024-07-16
"Coin Laundry, 5829 S Figueroa St, Los Angeles, CA 90003",0x80c2c83a328e5deb:0x9e3dd3a78b4d52a0,33.9890152,-118.2831998,['Laundromat'],2.7,8,0,0,2024-07-16
"Dawg Squad, 11209 National Blvd #246, Los Angeles, CA 90064",0x80c2bbae0db0914d:0x6ab25486e18025c4,34.027499,-118.4295563,"['Non-profit organization', 'Animal rescue service', 'Animal shelter', 'Pet adoption service']",3.1,15,0,0,2024-07-16
"Designers Choice, 846 Wall St, Los Angeles, CA 90014",0x80c2c63315638d3b:0xf363f7c4afed8362,34.0390742,-118.2513956,['Repairs'],4.4,7,0,0,2024-07-16
"Green Advisor Inc., 7660 Beverly Blvd, Los Angeles, CA 90036",0x80c2b9b71dba68f9:0x7e1b0586b5894451,34.075447,-118.3568305,"['Construction company', 'Bathroom remodeler', 'Kitchen remodeler', 'Landscape designer', 'Roofing contractor']",5.0,48,0,0,2024-07-16
"cielo solar, 1053 Colorado Blvd, Los Angeles, CA 90041",0x80c2c3eeb3a2d76d:0xca862801bc1a9bbf,34.1376283,-118.1893239,"['Solar energy equipment supplier', 'Construction company']",5.0,38,0,0,2024-07-16
"United States Postal Service, 3370 Glendale Blvd, Los Angeles, CA 90039",0x80c2c0dbe29504df:0x818de4dad615d536,34.1196834,-118.2582609,"['Post office', 'Logistics service', 'Money order service', 'Passport office', 'Shipping and mailing service']",2.9,38,0,0,2024-07-16
"Zumani Nail & Hair Spa, 11670 San Vicente Blvd # B, Los Angeles, CA 90049",0x80c2bb5ff5620955:0x8d04c671c1094e61,34.0536531,-118.464261,['Beauty salon'],3.5,28,0,0,2024-07-16
"Chung's Appliance, Inc., 90005, 928 Western Ave, Los Angeles, CA 90006",0x80c2c779d4529d35:0xe01e1b6dcdd13b07,34.0596564,-118.2879198,['Appliance store'],5.0,4,0,0,2024-07-16
"Itty’s Cheese, 6333 W 3rd St #328, Los Angeles, CA 90036",0x80c2b9d5f52678a5:0x60083e2b9e54769e,34.0722795,-118.3602751,['Cheese shop'],4.8,4,0,0,2024-07-16
"Rocket Fizz Soda Pop & Candy Shop, 8340 Lincoln Blvd, Los Angeles, CA 90045",0x80c2b0eb36444ad7:0xf0de994dbff5fed0,33.961853,-118.4206639,['Candy store'],3.0,1,0,0,2024-07-16
"EAccidents Personal Injury Lawyers- Los Angeles, 1340 E 6th St #200, Los Angeles, CA 90021",0x80c2c7e9d0f79847:0xef71ccfccc4eb51c,34.0375959,-118.2341431,['Personal injury attorney'],5.0,58,0,0,2024-07-16
"David Ghozland, M.D., INC., 11645 Wilshire Blvd Suite 905, Los Angeles, CA 90025",0x80c2bb5daa8d2b93:0x61be8a70e1e01a0c,34.050330599999995,-118.4605339,"['Plastic surgeon', 'Obstetrician-gynecologist']",4.8,97,0,0,2024-07-16
"Awe Spa, 578 N Larchmont Blvd, Los Angeles, CA 90004",0x80c2b8c9cd478c79:0xf32b9aaa61d6755e,34.0812621,-118.3233906,['Spa'],4.5,38,0,0,2024-07-16
"One-Of-A-Kind Hats, 4432 W Slauson Ave, Los Angeles, CA 90043",0x80c2b770bb4947cd:0x719d208a90d2b3cb,33.9886359,-118.3530205,['Hat shop'],5.0,8,0,0,2024-07-16
"Sneakertopia LA, 6081 Center Dr Unit 222, Los Angeles, CA 90045",0x80c2b78d12e313e7:0x6b2c8419e59746eb,33.9770848,-118.3904953,['Art museum'],4.5,36,0,0,2024-07-16
"Kirakosian Law APC, 644 S Figueroa St, Los Angeles, CA 90017",0x80c2c7b15b3827cf:0x7976ab9c83eda2fd,34.0495854,-118.2591942,['Personal injury attorney'],5.0,68,0,0,2024-07-16
"Jessica Louise, 117 W 9th St #201, Los Angeles, CA 90015",0x80c2c7c961e2fc15:0x762413c9ee7a62d3,34.0420916,-118.2553358,"[""Women's clothing store"", 'Clothing supplier', 'Clothing wholesaler', 'Fashion designer', 'Plus size clothing store']",5.0,8,0,0,2024-07-16
"Rafaell Couture inc., 323 E 12th St, Los Angeles, CA 90015",0x80c2c7cc5805e9b1:0x9ec0b8ba0a504087,34.0374724,-118.2556125,"['Clothing store', 'Leather coats store', ""Men's clothing store"", ""Women's clothing store""]",5.0,1,0,0,2024-07-16
"La Superior Panaderia, 2001 W 8th St, Los Angeles, CA 90057",0x80c2c798ad41d859:0x8823cd86d2abd5b3,34.0545417,-118.2767675,['Mexican restaurant'],4.3,30,0,0,2024-07-16
"Esperanza Community Housing, 3655 S Grand Ave # 280, Los Angeles, CA 90007",0x80c2c80a9233261b:0x1fcf013ea36bc2e6,34.0173555,-118.2784049,['Social services organization'],4.5,6,0,0,2024-07-16
"Yue Wa Market, 658 N Broadway, Los Angeles, CA 90012",0x80c2c65aea64947d:0xc59df3264803f4db,34.060123,-118.2392683,['Grocery store'],4.4,8,0,0,2024-07-16
"Pure Barre, 11819 Wilshire Blvd Suite 213, Los Angeles, CA 90025",0x80c2bb5df7f0ba47:0xb0c3b18d3e1f815d,34.0483245,-118.4629934,"['Physical fitness program', 'Fitness center', 'Gym']",4.8,53,0,0,2024-07-16
"World of Fruit, 716 N La Brea Ave, Los Angeles, CA 90038",0x80c2bf75f4fdedb9:0x8c8a63c0397c9c2d,34.084026,-118.3438014,['Art museum'],4.5,24,0,0,2024-07-16
"Westlawn Garage, 524s Flower St, Los Angeles, CA 90071",0x80c2c7b3a3b66389:0xe5f94c15fed93c14,34.0508721,-118.256511,"['Parking garage', 'Parking lot']",5.0,3,0,0,2024-07-16
"Love Threading, B-12 4333, S Alameda St, Los Angeles, CA 90058",0x80c2c8eda3c4abbf:0x91ba3f9c8afce0fc,34.0046356,-118.2392549,['Beauty salon'],5.0,3,0,0,2024-07-16
"Arts District Wine, 1948 E 7th St, Los Angeles, CA 90021",0x80c2c62179c4884b:0xdf0c2bc1ed5d15df,34.034478,-118.2324673,['Wine store'],4.9,18,0,0,2024-07-16
"Tower Wound Care Centers, 8635 W 3rd St #1085w, Los Angeles, CA 90048",0x80c2b94d5746321f:0x316c58d1d1014b54,34.074025,-118.3809398,"['Medical clinic', 'Nutritionist', 'Surgeon']",4.9,57,0,0,2024-07-16
"Dr. Kazu Suzuki - Wound Care Clinic, 600 S San Vicente Blvd, Los Angeles, CA 90048",0x80c2b9320ee4ca47:0x6e6499b6e9803c81,34.0659484,-118.3727569,['Medical clinic'],4.9,28,0,0,2024-07-16
"eggy, 8365 W 3rd St, Los Angeles, CA 90048",0x80c2b94a4afd0deb:0xa6857faab0154ddd,34.0730538,-118.3724061,"[""Children's clothing store""]",4.6,8,0,0,2024-07-16
"First Credit Bank, 9255 Sunset Blvd, Los Angeles, CA 90069",0x80c2bc1fc485c6cf:0x62ebf63a6c91426,34.0900518,-118.3935661,['Bank'],3.2,6,0,0,2024-07-16
"Black Women For Wellness, 4340 11th Ave, Los Angeles, CA 90008",0x80c2b827eb52b7a7:0xee87a65bace6bcff,34.005123,-118.3292634,['Social services organization'],4.7,22,0,0,2024-07-16
"Snow Cone B Gone, 11178 S Figueroa St, Los Angeles, CA 90061",0x80c2ca1dd3e13661:0x6073c55f126b27a7,33.9330391,-118.282337,['Ice cream shop'],5.0,4,0,0,2024-07-16
"Law Office of Sumeet Lall, Equitable Life Building, 3435 Wilshire Blvd #2000, Los Angeles, CA 90010",0x80c2c77d821a4d7d:0x2168a657709c16f9,34.0622581,-118.2985086,"['Law firm', 'Immigration attorney', 'Legal services']",4.5,6,0,0,2024-07-16
"Jefferson Lock & Key, Inc., 2317 W Jefferson Blvd, Los Angeles, CA 90018",0x80c2b8150bee1811:0xc0afb1cc8309543,34.0258316,-118.3207514,['Locksmith'],4.7,18,0,0,2024-07-16
"Kelly Paper - Hollywood, 844 N La Brea Ave, Los Angeles, CA 90038",0x80c2bf2af86b8127:0xae2d852d5da1246b,34.0864101,-118.3438762,['Paper store'],4.9,8,0,0,2024-07-16
"Lily Lodge, 644 N Robertson Blvd, Los Angeles, CA 90069",0x80c2beaf167ea79b:0xa819e194c47a26d5,34.082058499999995,-118.3853489,['Florist'],4.9,7,0,0,2024-07-16
"WLcac skatepark, 10950 S Central Ave, Los Angeles, CA 90059",0x80c2cb9d75e1563d:0xe62688a418276ee2,33.9360603,-118.2530299,['State park'],5.0,2,0,0,2024-07-16
"J & M Smog Test Only, 1533 W Jefferson Blvd, Los Angeles, CA 90018",0x80c2b809b4e8fa87:0xe4bde480a7413722,34.0258269,-118.3011019,['Smog inspection station'],4.6,4,0,0,2024-07-16
"Marcus & Millichap, 12100 W Olympic Blvd #350, Los Angeles, CA 90064",0x80c2bb1249f4a02b:0xde031fc00ebe7219,34.0319659,-118.4542488,"['Commercial real estate agency', 'Investment bank']",2.0,14,0,0,2024-07-16
"De Leon Glass Company, 1606 Beverly Blvd, Los Angeles, CA 90026",0x80c2c7fd195684cd:0x5a08bdb79540d49e,34.0632892,-118.2634888,['Glass shop'],4.2,5,0,0,2024-07-16
"Hollywood Marijuana Card Marijuana Doctors, 7127 Sunset Blvd #4411, Los Angeles, CA 90046",0x80c2bf273f7cb3e3:0xb7c2d2064a101db3,34.0984686,-118.3447151,"['Medical clinic', 'Alternative medicine practitioner', 'Doctor', 'Family practice physician', 'Holistic medicine practitioner']",4.9,527,0,0,2024-07-16
"YORK Appliances & HVACR, 6195 N Figueroa St, Los Angeles, CA 90042",0x80c2c40d053ed4ed:0x3fa632d7275e3226,34.115383,-118.184776,"['HVAC contractor', 'Air conditioning contractor', 'Appliance parts supplier', 'Appliance repair service', 'Appliance store', 'Commercial refrigeration', 'Heating contractor']",4.0,48,0,0,2024-07-16
"OCHI PROJECTS, 3301 W Washington Blvd, Los Angeles, CA 90019",0x80c2b867b425138b:0xaf5bebd7568f5f3c,34.040084799999995,-118.3202208,['Art gallery'],4.9,18,0,0,2024-07-16
"Colortone Lacquer Co Inc, 2420 Ripple St, Los Angeles, CA 90039",0x80c2c0d5473decbf:0xa4933066b63531fa,34.1071899,-118.254083,"['Auto body shop', 'Professional services']",5.0,3,0,0,2024-07-16
"the Landing, 5118 W Jefferson Blvd, Los Angeles, CA 90016",0x80c2b9b0c3df2ff9:0x2b1410457847e9d,34.0252935,-118.3558657,['Art gallery'],5.0,2,0,0,2024-07-16
"Central Park Gallery, 1045 Santee St #405, Los Angeles, CA 90015",0x80c2c7b4df2c9a6f:0xe81fec131f0abd12,34.03807,-118.256218,['Art gallery'],5.0,2,0,0,2024-07-16
"SoccerKidsUSA, 12806 Pacific Ave #6, Los Angeles, CA 90066",0x80c2baf557d7ea19:0x2bd2a41e507b546c,33.999046,-118.439748,"['Soccer club', 'Special education school', 'Youth organization']",3.0,2,0,0,2024-07-16
"Digico IT, 1540 S Saltair Ave suite 4, Los Angeles, CA 90025",0x80c2bfa20b274161:0x98d29cf2fb3f9e5d,34.0400676,-118.4610528,"['Electrician', 'Electrical engineer', 'Home automation company', 'Home cinema installation']",5.0,28,0,0,2024-07-16
"Auto Supply Co, 2716 S Main St, Los Angeles, CA 90007",0x80c2c874e5bbef5b:0x36b41839e1c32916,34.0233507,-118.2694449,['Auto parts store'],4.1,24,0,0,2024-07-16
"Simone Beauty Salon, 4711 Vermont Ave, Los Angeles, CA 90037",0x80c2c81bdb48f579:0xf90117bd7a8de870,34.0002227,-118.2916963,['Beauty salon'],4.8,6,0,0,2024-07-16
"J J General Auto Repair, 1325 S Western Ave, Los Angeles, CA 90006",0x80c2b87b62768853:0x3b15f41886453e27,34.0466352,-118.3092977,['Auto repair shop'],4.2,8,0,0,2024-07-16
"Sepulveda Blvd/Manchester Blvd, Los Angeles, CA 90045",0x80c2b0cda919078d:0xb15b98b01884f3bc,33.960245,-118.396123,['Bus stop'],4.7,3,0,0,2024-07-16
"Kawaba Rice Ball, 7368 Melrose Ave, Los Angeles, CA 90046",0x80c2bed4c0875335:0x88562e8d30e3d33d,34.0833736,-118.3505281,"['Japanese restaurant', 'Deli', 'Fast food restaurant', 'Restaurant']",4.2,18,0,0,2024-07-16
"Sav-On Int'l Fixture Co., Inc., 1410 S Olive St, Los Angeles, CA 90015",0x80c2c7ce934b8b6f:0x44b2d6f8ecd63fb3,34.0359888,-118.2646038,"['Packaging supply store', 'Interior designer']",4.6,8,0,0,2024-07-16
"Scott Langley - State Farm Insurance Agent, 5651 W Pico Blvd Suite 205, Los Angeles, CA 90019",0x80c2b911b1316089:0x7bbe78e5bb408db3,34.0504758,-118.3612152,"['Insurance agency', 'Auto insurance agency', 'Home insurance agency', 'Life insurance agency', ""Renter's insurance agency""]",4.8,8,0,0,2024-07-16
"Oasis of Mercy, 1059 S Gage Ave, Los Angeles, CA 90023",0x80c2cf40805ee3f5:0x2b81087c1b5630ec,34.0211988,-118.1858055,['Church'],4.8,28,0,0,2024-07-16
"Vogue Multicultural Museum, 6675 Hollywood Blvd, Los Angeles, CA 90028",0x80c2bf715cfe66e7:0xde561a987ecea172,34.101759699999995,-118.335668,['Museum'],4.5,16,0,0,2024-07-16
"PICROW, 736 Seward St, Los Angeles, CA 90038",0x80c2b8cd0c64e975:0xbe587d55a4248ec2,34.084557,-118.3328029,"['Film production company', 'Media company']",5.0,8,0,0,2024-07-16
"Fashion Q, 4550 W Pico Blvd, Los Angeles, CA 90019",0x80c2b9074a44668b:0xf85664667c5d5,34.048013399999995,-118.3368969,['Clothing store'],3.0,14,0,0,2024-07-16
