review_id,user_id,business_id,stars,useful,funny,cool,text,date
AafVHMc6deG42XhoQYmXuw,Zf3h-ynVqHsKj4DwMu7zCg,bw90rjFL02A_8rVE34m5Lg,5,0,0,0,"Hands-down the best chiropractic treatment and office I've ever experienced...it's a relief both physically and mentally visiting this place/people. You aren't just another patient, they genuinely care about your needs, health, and level of knowledge on treatment. Would recommend them to anyone. 

Pain levels definitely decreased after even just the first week and over time I felt brand new, way more flexible and aware of my body.",2018-09-24 23:21:02
7z5fcDegR6YDeRWBFgOTCg,CiH9ILGU4OVFXGhHKYK2iQ,bw90rjFL02A_8rVE34m5Lg,1,0,0,0,"I should've probably read these complaints before walking in here. Lets begin with a compliment before I begin my complaint. 
Compliment: the place is well kept and for the most part really clean (I'm a germaphobe) 

Complaint: I spent my entire ""consultation"" (which this $40 dollar fee wasn't explained to me either when I walked in) joking with my girlfriend that this place sounds like the biggest sales pitch from the moment you enter. However I'm 9months pregnant with no time to spare and checked that they'd take my insurance. They do! Hurray, I'd deal with the cheesy sales pitches and tours of office and posters and knowledge bombs about the spine. 
So after my consultation which I thought would end in treatment but didn't because of the fact that my iPad picture needed to be ""studied"" aka ran through a software and printed for their next sales pitch...they send me on my way to pay for this consultation and schedule an actual appointment for service. I arrange to come back to Kendall for treatment (I live in homestead) 
I walk inside and they take me to the consult room. I CAME TO GET TREATED NOT SPOKEN TO SOME MORE. This other doctor wants to tell me that I need 24 treatments. Cool man, I just came to get adjusted like it was explained to me last time I was here and then has the audacity to tell me about some payment plan of 2 thousand dollars or some absurd plan because they only have one person doing billing and they don't bill daily because if not ""the line would be to Home Depot"" which is the most ridiculous thing I've ever heard because I was the only human being in there. But anyways this is why I have insurance no? Well we recommend more than your insurance covers. So basically I'm denied treatment because I don't want to pay passed what my insurance covers and I've wasted 2 days of my time trying to get treated. This is terrible business and the most frustrating experience I've had at chiropractic office in my entire life. 

So thank you for wasting my time and $40 which on the website claims that you'll receive a ""complimentary consultation""",2018-11-08 19:08:25
H37n1Q8W340krPfVPqaZ_A,cevuIrVrGpRd8SEMnYix8w,bw90rjFL02A_8rVE34m5Lg,1,0,0,0,"I have to say I was pretty frustrated and see that I am not alone with my disappointment of this chiropractor's office. During my first visit an assistant showed me around and I met with a Dr. and they explained to me that in order to fully understand my course of treatment I would need to do x-rays. That piece I understood so with my back pain I went ahead and did the X-ray and paid 60 dollars. Then they told me that they needed 24 hours to read the scan and that the only thing they could do during the first visit was use some metal tool to stretch my back. The man who worked my back also informed me that my problem was muscular. So the next day I went back hopeful that they would help ease my pain as that is what they had promised. However, when I met with the doctor, the doctor informed me that my problem was very serious and spent an hour talking while I was clearly in pain. He then informed me that I would have to pay either 2197 dollars or three installments of 879 dollars! If I didn't pay they wouldn't be able to help my back pain! They also gave me the option of paying and then canceling if I didn't want to return (I am sorry but how can one trust that?!). I have been to other chiropractors and never have I been to one that wanted to talk more than ease someone's pain.",2018-10-26 23:04:46
mTsflInnhuZohUUyI80Rmg,aVkcE9ldp1DnlOAofybfkQ,bw90rjFL02A_8rVE34m5Lg,5,9,5,11,"So I have experienced back pain for many years and wasn't sure what to make of it. Every time I complained about the pain, those around me would make me feel like it wasn't a big deal or would make remarks like ""you're too young to know what that is"". So needless to say, I never did anything about it for a really long time. 

Until recently, the pain became quite unbearable. Simple things like sleeping, driving, and even getting out of bed, irritated me. I knew I needed to see a chiropractor, but when was the question. Over the summer, I went to an event with my aunt at the Fruit and Spice park in the redlands, and came across a vendor table and rep, for New Leaf Chiropractic. After speaking with the rep, she did a quick analysis on my neck, and the results were pretty alarming. I ended up paying to get a consultation done at the office. 

At the consultation, I met with Dr. Richard Rosado. After describing the pain I was in, and his analysis, we then did X-rays. This involved coming back in another day to give him a chance to review them. After seeing the X-rays, I knew my neck and spine were not in good shape, especially for someone my age, and this even affected my hips, leaving one leg to feel shorter than the other. Thankfully I was still in a stage in which it could be corrected with time, and I wouldn't need surgery. 

I was given a treatment plan, and explained the different costs. Now, is it costly? Yes. But what does that mean, that your well-being isn't worth it? I've read many reviews complaining about the prices and so on and so far. By no means am I telling you to spend the money here, and that this is the only place to go. Do your research, absolutely. But after I met with the doctor and saw the establishment, I felt this was the place for me. It's also worth mentioning that they do their best to work with you and the payment plan. The staff is welcoming, friendly, and helpful. I can see the sense of community here and I always feel comfortable when coming. 

I have been coming to this practice now for 2 months, and have a few more treatments left before the end of this treatment plan. My back has been feeling much better. I haven't felt pain when driving, my sleep is better, and I'm not in pain getting out of bed. Now, is my spine and neck issue completely gone? No. But I am well aware that this will take time. It entails utilizing the exercises they have shown me, as well as being conscious of my posture, and the way that I sleep in bed. All in all, I am very pleased with my current results, and look forward to continuing the treatment.",2018-11-01 18:25:30
8DKHeVEPzwSy5Vb5w0cacQ,esokO0F9trg4bHiOw9mKmg,bw90rjFL02A_8rVE34m5Lg,1,3,1,0,"Beware of deceitful sales tactics. 
 
Summary

For my $20, I received two scans of dubious value, no back adjustment, and was told  another $160 was needed for Xrays and a back adjustment. Not what I was promised.

_________________________
This business was at our local Farmer's Market in Palmetto Bay, offering a free thermal scan on your neck, then offering an initial visit for $20 at their office.. 

This is what was promised:  A complete scan of the spine (thermal and some type of left to right voltage differential measurement), a consultation, an adjustment, then a 2nd scan of the spine that would (hopefully) show the improvements from the back adjustment.

According to them, a $120 value for $20.   Sounds good!

What I received was a tour of the office by  an assistant, the two scans of the spine, then a recommendation for X rays that would cost $120... A second visit to their office was needed, for another $40, when the Chiropractor would review the X rays and perform an adjustment, as needed. Then a long term plan for weekly visits.  It took me this long to realize I've been had.



So for my $20, I received two scans of dubious value, no back adjustment, and an offer to spend another $160 for Xrays and a back adjustment.

Left with my back pain intact.

I would avoid this  business.",2018-04-12 22:48:22
kBhWCJotmeKqiVK_gcfrUg,QiSkXabYB-kOzS1-lcgRtQ,bw90rjFL02A_8rVE34m5Lg,5,1,0,0,"A friend of mine recommended I see the doctors at this office. My friend couldn't stop talking about how they were so caring, passionate, and genuine. After multiple adjustments from Dr. Rosado, I now see why my friend wanted me and my family to see them. His chiropractic techniques have helped me a ton!!!!!!!

The approach that they use seems a little bit different than what I normally think of when traditional chiropractic. They don't have to do any popping. Also the technology that the office is very impressive. 

The first couple visits do take about an hour which at first was kind of frustrating but I guess it makes sense that they want to be very thorough when assessing and explaining their findings. 

Overall I'm excited to find an office that is very family friendly, uses advanced technology, and a chiropractor that has really helped me and my family.",2017-03-23 02:51:59
YPo_c9c-6LZIkrvYff6zpQ,0TV5umDpgqUjPfGfQYI5hg,bw90rjFL02A_8rVE34m5Lg,5,1,0,0,"Excellent doctors and team! Very professional, very welcoming and very caring. Your health is their main concern and they take the time not only to care for you but also to educate you on your health. I have not had any health concerns since starting care and I always look forward to my visits. Highly recommended!",2017-06-13 17:13:46
myKDMf6bOjt6grcuzosPHw,hBUDiw29fDuUrLVFJy3f_w,bw90rjFL02A_8rVE34m5Lg,1,0,0,0,"Very frustrated with this business. With that being said the staff was very friendly and the doctor seemed to be very knowledgeable. We were so excited to believe we found someone to help with my husbands long illnesses. We were so thrilled and believed in what we were being told by the doctor. We were told by the doctor and staff that our insurance only covered 8 visits and that we needed to pay nearly $1600 out of our own pockets for the treatment plan. We paid the money because we were not sure of benefits at the time. When we contacted the insurance we were informed that we had over 120 visits and were covered at 100%. We contacted the doctors office and were told my husband would have to go in to talk to them. When he showed up for his appointment and he told them that we wanted our money back, and they needed to bill through insurance, he was told that they do not do things this way and did not want to see him anymore. They did refund his money. However they are using our insurance company to bring in customers and then not allowing them to use their insurance coverage. This company has wasted our time and hope. Thank you for nothing.",2018-04-23 20:59:45
gU5viVA6T54SUZIaezsMyg,4FaJy4bkJewkkomBJaXs8w,bw90rjFL02A_8rVE34m5Lg,5,0,0,0,Amazing in every sense of the word. Starting from the always friendly and happy staff to the knowledgeable and caring Dr's. Very passionate and committed to their patients. Barely any wait time. Great atmosphere. Saw awesome results within just the first few visits. I totally have a different perspective to chiropractic care. Not only do they treat your condition but they educate you. Very pleased and happy I found them.,2018-05-17 16:47:57
aTcIpzs5G-W8qSGvdlZ4tQ,wf-toccba_mcRB8RQwI2kg,BZAVgg5ybeX_a4w-FW0mbA,5,1,0,0,"Had a great experience with Rudy and Philip from Central Coast  area.   They were super professional, patient and helpful.  They took two trips, one for trash another for donation.  After packing up my parents house and dealing with everything that entails...... it was a great relief to have help.",2017-05-14 23:23:39
n1rY9dOzfOvrWhS61-3Wyw,AVKxkMGxcjtHG7X9Ej3zbQ,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"Had these guys pick up all my thrash stuff from my garage that accumulated over 12 years in house before moving. Got approximate quote first and at the end they actually charged me less than that because they said it was less work than anticipated. I couldn't believe it. Also the cleanest, neatest people came with the truck. 
The company also does a lot of good for the community, i hear 
You will definitely be happy with this crew!!!",2013-09-05 19:06:36
ogO-vf9YrUbgonkQt-k5PA,9h2jwDfsex2Zx8dnwv9g2Q,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"Sven and James did a great job removing some old furniture.  They showed up on time and were very friendly and professional.  The same-day service was extremely convenient, and even saved me $10.00.",2014-07-15 21:58:05
mUh1XBHDz4HSTieXWP0NmQ,HpCJUinN8YO70I8x8zJIhw,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"I had a ton of junk to get rid of while cleaning out a vacation home. Danny and Jesse made everything so easy! Very polite, considerate and efficient. Thanks for making the whole process so easy!",2016-08-27 03:49:56
-ia7wbT51krJEzenvWRX2w,MafFIv2bFehd5-XuoB3-cQ,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"Andrew and George exhibited the higjest level of professionalism while being kind, thoughtful and helpful. This was a much better experience. Thanks guys and keep up the great work.

Charlie
601 e 2nd street",2014-01-19 23:54:52
PYG1dJ56XjiKvG26DE7HMQ,xcb0XyUdmItDwoSSzPBKOw,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"The best service I've ever received in my many times of moving. Rudy & Brando were fantastic - showed up early, were thorough & fast . Polite , friendly and eager to help me get as much moved out as possible. I would only use this company in the future.",2016-07-04 21:52:30
gCrHlptgx378A7f4gAvNfg,iQKtXXXu-lA6FcP08fTRXA,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"I used 1-800-GOT-JUNK for the removal of multiple loads of various junk from a business and they were professional, fast and very easy to work with.  Punctual and polite, you couldn't ask for better service.  I would highly recommend this company! Kris B., Kendall S., Darren J., Justin S. and Jacob P. took amazing care to get all the junk out and leave our space in great shape.",2016-07-19 16:39:57
jbdz6D20I0KbXUDmnWrwZw,ewCvo4c_99oBQfc3oThJaQ,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"Getting rid of an old sofa couldn't be any easier. You go to their website, pick a pick-up date and time range online, and set up the appointment. Then, they called an hour earlier than the pick up time to make sure I was home and showed up when they said they would. The crew that came to my door was so polite and fun they made my day. Special thanks to Mario and Chris Laffey for their professionalism and promptness. I'll use 1-800-got-junk? again for sure.",2014-05-17 21:12:32
4JUTUxf3NEbfCkadHNrHWQ,o3lD5fzZQyxJhLoCfSMZDQ,BZAVgg5ybeX_a4w-FW0mbA,5,1,0,0,"Our company has used the Central Coast group to take items away several times over the past few years and they have always been prompt, pleasant and helpful.  Today, Rudy and Juan came out to remove a few items and I couldn't be happier with their service.  They communicated their arrival time, showed up when they said they would, and arrived with a smile ready to help.  If you ever need help clearing out unwanted ""junk,"" these guys are the right choice!",2017-02-25 20:47:12
0bou5QKyOIeM77ptP7qspQ,3sovUmffi0csvBGt9b09YQ,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"Andrew and Jerry were great--super professional, very nice and fast! They even took my furniture away that I was going to donate, saving me a huge trip and a ton of time. They donate first, recycle second and only go to the dump as a last resort, which I love. They gave me an estimate when they showed up, before they started moving so I knew exactly how much it was going to cost. Totally worth the money.",2014-05-19 20:41:37
ZtIotGGEvWXx2fyKH6-XIA,miwtNdHWjFNiQfsjd18XZg,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"Incredibly efficient and friendly. Had to move recently deceased person's property from apartment. Got Junk took the necessary information, set the date we specified, confirmed the date, called when they were on their way, and showed up on time. Move went without a problem. Very helpful, friendly, professional and respectful movers. Would not hesitate to use them in the future.",2016-09-16 16:08:01
raHjNIr3K_yqed3C_5wINQ,o8E2VJ3EmS_lk4ZHW0Eq5w,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"1800GotJunk is a very helpful service.
 Here's the thing, these guys are the only people/company that come into your home, take away all the boxes, old lamps, dingy couch (i.e. Your junk), loads all of it on a truck and gets it out of your hair. Other services, charities & a government agency that offers junk removal does not offer doorstep to doorstep. 1800GotJunk does all the moving whereas other similar services tell you to put your junk on the curb in front of your house. 
 I got rid of a couch, a bunch of shelves, a large ikea ""painting"", boxes; I had a lot a lot a lot of stuff that became junk. All of the stuff I needed to get rid of took up most of my large living room.  I paid around $200.

Jacob & Justin helped me out. They were on time, quick, efficient & put up with me rambling about Beyoncé & Lemonade!
Thanks guys :)",2016-05-17 00:25:17
yzxna3-vrzmYUwJy9tNU4g,mSNDRaF5dJES0yowJZUKpg,BZAVgg5ybeX_a4w-FW0mbA,5,2,0,0,"Our company hired Got Junk to empty out a basement storage unit we have in our building.  I can't get over how easy the whole process was. They first came out and took a look at what we needed removed and gave us an approx. quote. We scheduled for that following Saturday. They were very professional, called prior to arriving and emptied our storage unit seamlessly. Things couldn't have gone any better. We will definitely be using their services again and I even gave their info to our building manager to forward to other tenants in the building. A+ service in my book.",2013-08-29 22:14:20
0P4i67k8nsrq7S2eU2IOIQ,XhQC_m5GrKS1hkbbzCe78w,BZAVgg5ybeX_a4w-FW0mbA,5,1,0,0,I used 1-800-Got-Junk over 15 years ago and was pleased with there service then so I called them again. We cleaned out my in-laws home and were overwhelmed with the amount of junk that had to be removed. It took 3 truck-loads! Ferman and Rudy did two of the three loads and were professional and so fast. They arrived early and were able to remove all the garbage bags and furniture. I like the fact that they recycle and reuse if possible. I would recommend this service to anyone.,2015-01-17 18:16:57
Uh9WsqY3tSUhh3iYVmYtTA,M4lInSsejR1bbTM2V4YehA,BZAVgg5ybeX_a4w-FW0mbA,5,1,0,0,"Our office recently moved and needed help clearing out things we no longer needed. Leo and Daniel were FANTASTIC! Professional, friendly, great communication. It was my first experience using this service and they made it a smooth and stress-free process. I would absolutely use this service again. You'll be on great hands if Leo and Daniel show up at your door.",2020-01-25 02:20:36
Wnq2nxwg8DjYHJOBRyyrqw,n_PDH1IEavqA6gf43c4V_A,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"I used 1-1800-Got-junk? to help me dispose of old things from the basement of an apartment building. I've used them a few times, and every time they are prompt, courteous, and professional. They finished in a timely manner and best part CLEAN THE AREA at the end of the job. I would use this company again for future projects. In two occasions I've had the opportunity to work with a gentleman by the name of Sven; Sven always makes me feel as a true valued customer. No matter how hard the job is Sven is always smiling, polite and considerate. Thank you Sven and team, I truly appreciate your hard work and professionalism!!",2014-07-31 18:28:39
B4IQxAWspTYV4kUKY9NdHw,e8FVO4T8EfLNeyG1f_bxiA,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,Kris B and JustinSf came and took care of our junk they got the job done quickly efficiently and professionally they are true Pros we are doing a remodel on our new new vacation rental in Shell Beach and needed help getting rid of the mauve sink counters etc. Peach carpet...think 70s. We will need them again this week great experience,2016-03-28 23:53:34
5zERBImat8y6er8iXUFNgg,inEWIiXv9uIBx7t35u4SLQ,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"Worked with Rudy and Sven to remove a bunch of personal property from a house in westlake village. Sven was incredibly polite, communicative and helpful throughout the setup /estimating phase. Rudy managed the job onsite with Dustin, Tristan, Gavin and Gary and they did an EXCELLENT job. Rudy is a top notch manager. Didn't stop until I was 100% satisfied with the work. Look forward to working with them again in the future.",2018-04-07 21:53:46
kUr-f5BuvGBczeb3esOamA,e4MODPeIPWR2SRTV-l2mJA,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"From booking online to completion and paying for the job, I was very impressed with 1-800-Got-Junk. The two young men, Jacob P. and Kris B. were friendly and professional. Jacob called me at the beginning of my two hour arrival window to let me know approximately when they would arrive.  I felt bad for them because everything was so dusty at my elderly dad's house, but they said no problem, they have seen so much worse.  I highly recommend this business, especially since I have been very unhappy with the majority of businesses I have encountered in Santa Maria after moving here from L.A.  Thank you Kris, Jacob and 1-800-Got-Junk!",2016-06-30 18:56:46
Nm2nssMCAtxd7P3yBol30Q,X8LmeB35sKLWibgF_ggeeg,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"Leo and Danny did the best job ever! They were very polite and friendly and helpful, they worked really fast and efficiently. I would use this company anytime I needed the service! I highly recommend them!",2020-02-15 22:44:31
758aPuLBGjhCUbzVil91ZA,ma-WF5hkZhz9HZTyTXwRtQ,BZAVgg5ybeX_a4w-FW0mbA,5,1,0,0,"WOW. These guys don't mess around. professional, well mannered,, on time (actually an hour early but they called first). They got to my recently sold home to take our unwanted stuff, packed the truck so well they were able to take everything out of the garage and even swept it out for me while the cleaning crew left telling me they did not have enough time to do it. If I called again, I'd ask for Jane's and Michael. Courteous and professional. Their boss should know they are model employees. Great customer service and no wasted time or space = one happy client",2017-09-20 05:11:41
Zh00V3bWUjcUdil4PFcsXA,ngiruC8XXHmEGSWID7OMjw,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,Just had kris b and Justin s come and do some work. They showed up on time. They gave me a quote that I thought was a little low but they know best. As I watched the truck fill up I thought here we go. Classic bid low and bill high situation. But when the job was done they only charged me the agreed on price. They also did a great job.,2016-03-16 02:50:14
TZ1WFdrmD1FRFVVwegcsdw,KHxiADrDXqN363YDAVb35w,BZAVgg5ybeX_a4w-FW0mbA,5,2,0,0,"I needed a lot of junk removed from our new home, stuff that was left from the previous owner. The got junk website was so easy to use, I was able to book a same day appointment on my iphone. A nice guy named Rudy called me before my appointment, and he kept me updated on his arrival time. He was sincere when he said he was going to be late. I didn't mind at all because I really wanted all this junk hauled away. Rudy showed up with his crew, Philip, Danny and Jacob, who also came by the next day to finish the job. Rudy and his crew worked so fast. They picked up all the junk and also disassembled furniture that needed to be broken down before going on the truck. They swept my garage and my driveway after the job was done. My house is going to need a lot more junk hauled away when I start my home renovations and I will definitely call Rudy and 1-800-Got-Junk again! Thanks so much!",2017-06-12 06:16:30
D2j8guGlAJa6UjtOqmVFDA,c1nV0Ps4ezNhXMFX_BMbwg,BZAVgg5ybeX_a4w-FW0mbA,4,0,0,0,"Punctual,friendly,quick online quote and scheduling of pickup. 4 stars not 5 for price which was minimum $200.",2020-02-01 18:53:32
rkpUxBUU6qsIdI9uLn2o8A,qJcwzyY1jouv12TPum33Og,BZAVgg5ybeX_a4w-FW0mbA,5,0,0,0,"After my mother passed away, we had a large property and home to clear out.  We had no idea how much junk had accumulated and were fortunate to work with a great crew of guys including Kyle over 2 Sundays and 6 full trucks.  They were prompt, personable and professional.  We even enjoyed their company and they were willing to move some furniture for us to another location on the property.  One of the guys cleaned out a closet underneath the stairwell and did not complain about the spiders and other critters. After they finished each section, they swept up and insured that it was clean.  We will probably have them return one more time after we hold an estate sale for items that we were not able to sell.",2016-11-12 22:45:25
eGe6Wneda9IJ5P4uzEOztg,RiRBxp0Le1tdV27AH21RFA,l-zztqecz2EO6sCYuyLuag,5,2,2,3,"All i have to say is that I la la la love Hellz Bellz. I remember buying the Hellz x Reebok shoes at the midnight release and was lucky that I got a pair since they were limited. I later got an email that day from Jino saying they ran out of my size. I was pretty bummed because my invoice # was 4 thinking I was the 4th person to buy their shoes. Luckily, Jino emailed me back saying they found the last 7 1/2. I would've probably died if I didn't get those shoes. Now I'm constantly wearing them on the daily.  Also, there was a time when I bought a shirt from the online boutique and I didn't receive it and it's been 2 weeks since i ordered it. I emailed them and Nicole fixed it and got my shirt within 3 days along with some stickers. Even though I've had some problems when ordering stuff, their customer service was great! Thanks Hellz for everything.",2010-07-09 00:42:55
